undirected weighted
8268 5163 8371
8268 4496 5494
8268 8623 12744
8269 1087 12545
8269 6336 15552
8269 8169 3004
8269 5447 19238
8270 2780 7391
8270 585 12281
8270 4857 5615
8270 6575 18215
8271 4538 7199
8271 8648 9560
8271 5099 15809
8271 5584 6747
8272 3319 3415
8272 7412 8754
8272 7064 8013
8272 2577 4284
8273 3538 8832
8273 5298 20152
8273 7728 8475
8273 5304 4533
8274 1459 11350
8274 651 8072
8274 5329 13440
8274 5057 5743
8275 7107 19539
8275 1174 10173
8275 5256 7415
8275 1567 1687
8276 659 1447
8276 8333 14845
8276 2711 2277
8276 8246 13254
8277 74 14965
8277 9832 8680
8277 1210 14200
8277 2839 6402
8278 5410 7431
8278 7839 8523
8278 9190 4702
8278 9793 14489
8279 7145 7585
8279 9884 19036
8279 7962 6912
8279 7745 7025
8280 2063 17786
8280 7163 4382
8280 1751 15482
8280 1490 4806
8281 8571 2592
8281 5199 3986
8281 2306 8732
8281 1254 11478
8282 3897 5586
8282 8394 11087
8282 994 6287
8282 5640 16686
8283 1156 15847
8283 1341 16548
8283 6841 9035
8283 5528 11759
8284 961 19174
8284 5607 5387
8284 7167 12786
8284 2652 10327
8285 1788 8086
8285 6608 6067
8285 4903 5990
8285 3430 1975
8286 768 13366
8286 1886 8178
8286 389 8219
8286 8707 9750
8287 3835 9938
8287 7853 6942
8287 4168 1628
8287 8223 13802
8288 2673 4990
8288 7090 4686
8288 9730 21887
8288 512 20014
8289 2083 10152
8289 571 16186
8289 1556 10086
8289 6263 6618
8290 5749 7962
8290 4282 10182
8290 1571 18932
8290 955 11546
8291 7760 11358
8291 9138 13710
8291 3876 10333
8291 4931 7721
8292 6264 14125
8292 4294 5456
8292 4593 12359
8292 5143 15895
8293 254 17599
8293 166 7948
8293 4696 12542
8293 8319 10826
8294 3261 8926
8294 2706 7695
8294 5306 21408
8294 8342 17657
8295 3848 8612
8295 1288 19004
8295 1848 10794
8295 9661 17113
8296 238 12434
8296 1151 11856
8296 4358 8015
8296 8554 8847
8297 6799 3212
8297 1677 8154
8297 5586 10196
8297 3366 4959
8298 9552 13722
8298 4507 2764
8298 7494 9866
8298 5456 3408
8299 3159 6243
8299 6269 6168
8299 6862 9165
8299 923 19684
8300 6087 10857
8300 3847 17736
8300 676 12926
8300 7192 9480
8301 831 9286
8301 8519 8323
8301 974 13427
8301 704 12443
8302 7082 2609
8302 7315 13600
8302 1990 11686
8302 2176 16055
8303 3949 4741
8303 4127 10868
8303 8851 16453
8303 6084 1346
8304 8800 7970
8304 376 13381
8304 6909 13298
8304 3543 7464
8305 1697 24177
8305 9067 12626
8305 2835 18464
8305 3316 12363
8306 8472 13794
8306 1638 15146
8306 460 9852
8306 2776 17007
8307 9391 10846
8307 7864 10081
8307 5235 16499
8307 8893 18164
8308 6018 17008
8308 4281 20393
8308 147 5003
8308 2717 14996
8309 2669 10398
8309 256 17980
8309 1130 11651
8309 3893 4584
8310 2436 13850
8310 3184 16305
8310 4702 3628
8310 8481 16787
8311 3688 10114
8311 7302 4482
8311 7134 11924
8311 8827 7439
8312 6332 16062
8312 2372 8308
8312 311 5263
8312 1926 12613
8313 5170 13536
8313 1725 17779
8313 563 5214
8313 8113 10412
8314 7422 13027
8314 2311 11325
8314 6753 8884
8314 6999 5065
8315 8410 9590
8315 1217 8654
8315 6130 6346
8315 1535 8237
8316 1925 8308
8316 2137 15071
8316 5102 4540
8316 5230 15156
8317 5871 13417
8317 4178 11747
8317 627 20445
8317 4481 13653
8318 2588 14517
8318 1566 7926
8318 4110 9692
8318 2338 12170
8319 6787 8238
8319 5908 8176
8319 9837 15622
8319 1606 16338
8320 9061 13338
8320 9101 14159
8320 2843 17838
8320 3148 11941
8321 945 13524
8321 8120 15666
8321 4454 7870
8321 8608 10850
8322 8661 8701
8322 683 16370
8322 104 9649
8322 6405 9264
8323 6520 7034
8323 4117 11376
8323 1258 13227
8323 7326 5027
8324 3211 9517
8324 7630 7657
8324 4048 5605
8324 4001 8466
8325 2674 14533
8325 8645 11060
8325 4330 16760
8325 1081 15804
8326 6019 10375
8326 2053 11310
8326 4710 12055
8326 2357 4554
8327 7484 17143
8327 4303 23237
8327 4291 3698
8327 3209 16057
8328 6440 11308
8328 8895 5167
8328 9428 18640
8328 2942 7087
8329 5820 6319
8329 7322 6376
8329 9037 7067
8329 918 2503
8330 3140 1681
8330 1993 8991
8330 4012 14493
8330 3905 7025
8331 6775 3544
8331 4326 18509
8331 6052 7151
8331 4271 7221
8332 9413 9687
8332 3081 9589
8332 9371 7761
8332 8210 8163
8333 833 8955
8333 7441 18407
8333 3782 4306
8333 4161 19055
8334 8024 9747
8334 7441 5253
8334 1289 20245
8334 4365 20727
8335 3437 9720
8335 9010 12181
8335 3180 6822
8335 5969 6546
8336 1504 5748
8336 5294 9425
8336 4172 4348
8336 4889 11890
8337 4858 10339
8337 6369 9759
8337 5839 12862
8337 5064 7112
8338 6419 12431
8338 8354 11220
8338 4654 5908
8338 2465 9662
8339 4632 4076
8339 3609 10282
8339 4098 15840
8339 1609 8898
8340 159 5336
8340 2268 10156
8340 778 14224
8340 1593 3979
8341 3146 17808
8341 7876 4322
8341 7499 15856
8341 5607 14324
8342 4165 16531
8342 7638 4306
8342 5960 14850
8342 6358 4220
8343 9195 19436
8343 7477 6318
8343 9978 3066
8343 4689 12366
8344 6023 5947
8344 5130 3000
8344 8338 8319
8344 5746 14620
8345 6806 15870
8345 8932 10289
8345 7270 5692
8345 2046 6591
8346 2096 6338
8346 8548 13224
8346 6638 9696
8346 3811 7034
8347 5773 9503
8347 4541 13609
8347 8648 10972
8347 1808 12342
8348 6417 5917
8348 7322 13116
8348 5918 14391
8348 4497 14382
8349 504 6452
8349 3967 3379
8349 8624 10042
8349 6644 4377
8350 8563 5986
8350 4628 3019
8350 66 3673
8350 760 8504
8351 3816 10992
8351 8991 5392
8351 8416 5065
8351 3885 14747
8352 8108 5827
8352 6077 9620
8352 4228 16234
8352 3698 10514
8353 8579 14360
8353 8652 3761
8353 3720 2371
8353 5771 9361
8354 4973 12474
8354 8098 12725
8354 1452 14833
8354 7625 9814
8355 6433 18395
8355 8068 10819
8355 8262 3562
8355 10 18633
8356 5064 4164
8356 6226 10599
8356 4350 5637
8356 1131 7447
8357 6160 14602
8357 5229 9338
8357 5646 18419
8357 3329 15660
8358 3844 10418
8358 209 15455
8358 7389 14145
8358 4114 5934
8359 2834 13471
8359 1558 15155
8359 9273 5932
8359 6945 6394
8360 8705 3617
8360 3614 2824
8360 2819 20376
8360 8674 12428
8361 8930 10672
8361 1146 6027
8361 7764 3809
8361 9906 6855
8362 4718 10355
8362 7520 7520
8362 8396 11935
8362 6071 9461
8363 8624 12545
8363 2051 14184
8363 4809 2934
8363 9144 5636
8364 2864 3283
8364 1291 11266
8364 2051 13731
8364 5708 7146
8365 1425 6445
8365 6623 12797
8365 8895 2838
8365 8920 9647
8366 5589 6135
8366 6519 16915
8366 4540 14020
8366 4968 14931
8367 8351 11956
8367 1642 8688
8367 5936 11613
8367 4055 7393
8368 4190 8858
8368 9786 11781
8368 7789 7154
8368 9894 14033
8369 3332 5971
8369 6092 17869
8369 3094 14917
8369 5123 3755
8370 8222 13182
8370 9149 8692
8370 5115 12509
8370 4084 10890
8371 5500 16058
8371 2076 7849
8371 8786 12851
8371 1900 7378
8372 2818 4727
8372 8973 4086
8372 5303 13934
8372 6854 11264
8373 4184 15140
8373 3095 12712
8373 7877 13916
8373 5810 12323
8374 9321 10444
8374 5981 14643
8374 8185 9021
8374 7140 2856
8375 7774 13708
8375 5353 7074
8375 2932 11562
8375 4765 4597
8376 4345 14588
8376 1526 19488
8376 6286 4306
8376 5490 20973
8377 3083 6818
8377 2643 10950
8377 3977 13573
8377 8672 5916
8378 9553 5459
8378 6858 16227
8378 1097 12489
8378 3202 5054
8379 6440 13810
8379 802 9910
8379 5945 9014
8379 3565 7370
8380 4188 7327
8380 1077 8618
8380 9886 4687
8380 685 10797
8381 9994 12529
8381 6313 3883
8381 3000 5488
8381 6976 4350
8382 4380 7083
8382 5125 12180
8382 2331 8544
8382 3846 4805
8383 9797 9828
8383 1618 14908
8383 2557 19179
8383 6509 17341
8384 7558 23139
8384 479 8271
8384 3643 21468
8384 2487 14298
8385 8285 5791
8385 7167 2782
8385 1439 10314
8385 7988 9184
8386 4184 6401
8386 6982 4030
8386 2643 9648
8386 6361 7433
8387 6118 4545
8387 5944 12401
8387 1025 12238
8387 576 11234
8388 2498 4720
8388 5744 15034
8388 8324 5531
8388 9557 10483
8389 9083 13607
8389 8964 12825
8389 9322 18746
8389 1363 9270
8390 749 4624
8390 3147 16062
8390 6647 1688
8390 9127 3179
8391 2080 13810
8391 612 15740
8391 7834 11810
8391 2648 15181
8392 5013 8289
8392 1647 2378
8392 3268 15825
8392 9343 7444
8393 1224 12967
8393 3715 21368
8393 1589 19762
8393 5912 7948
8394 9243 12794
8394 6853 9716
8394 6901 13378
8394 6947 1368
8395 9822 15914
8395 2257 19344
8395 4293 17153
8395 9292 5436
8396 4856 10732
8396 8519 2532
8396 231 3776
8396 4613 11309
8397 3541 13198
8397 1542 4583
8397 991 15523
8397 7746 8967
8398 9156 6871
8398 9665 9283
8398 9536 7766
8398 6793 15372
8399 9653 5733
8399 9699 7922
8399 8847 7717
8399 492 17049
8400 7001 9589
8400 6229 15215
8400 2682 10118
8400 7654 13221
8401 1935 12651
8401 1041 3488
8401 8441 1567
8401 7598 14708
8402 698 14601
8402 6704 971
8402 2112 4548
8402 5426 7202
8403 5342 7980
8403 6644 6436
8403 2679 7205
8403 7524 3704
8404 8335 7983
8404 5488 6496
8404 7664 7208
8404 7573 673
8405 2048 14284
8405 4319 15515
8405 5502 6749
8405 8935 2747
8406 454 2595
8406 4000 21021
8406 9568 6621
8406 839 9831
8407 356 7077
8407 5482 4931
8407 2062 5628
8407 3002 11018
8408 7507 6791
8408 5077 15555
8408 5228 10438
8408 1625 8492
8409 7270 10912
8409 154 17034
8409 9086 17059
8409 9655 14712
8410 3460 14449
8410 1987 12486
8410 6581 3200
8410 7999 13229
8411 1257 7146
8411 4635 14024
8411 3973 4591
8411 6469 18906
8412 1699 10447
8412 8035 7340
8412 1508 18595
8412 4521 8365
8413 1289 8008
8413 6672 3105
8413 8395 9111
8413 2759 14023
8414 1461 11194
8414 1650 12780
8414 8002 15099
8414 9268 4552
8415 1318 12802
8415 4505 13526
8415 1270 10474
8415 965 14695
8416 115 11775
8416 8159 6634
8416 1061 10211
8416 8788 8060
8417 7581 7084
8417 1435 18208
8417 5953 6450
8417 3921 13044
8418 7395 12802
8418 5727 1788
8418 2939 19398
8418 5618 12641
8419 1017 4564
8419 8582 3044
8419 5584 11423
8419 2620 2506
8420 7868 6694
8420 2055 7785
8420 1331 1785
8420 75 11528
8421 8137 5004
8421 4668 6121
8421 9283 13264
8421 928 12799
8422 3192 7463
8422 4067 18822
8422 6226 14330
8422 3250 21395
8423 688 15985
8423 880 9272
8423 7206 8844
8423 2574 9730
8424 8367 10532
8424 3945 18547
8424 8717 11148
8424 188 17164
8425 6581 10612
8425 5662 9473
8425 1140 2832
8425 4534 11224
8426 7971 8420
8426 5138 9321
8426 2246 6387
8426 9919 5733
8427 7254 6682
8427 262 8982
8427 9764 12128
8427 7196 6465
8428 5560 5379
8428 9101 11733
8428 9024 7360
8428 2566 14739
8429 4210 23100
8429 4199 20425
8429 5473 18081
8429 1212 16478
8430 75 14576
8430 5732 9321
8430 8647 18940
8430 7574 15140
8431 1516 20042
8431 9045 6575
8431 7628 8883
8431 6605 6267
8432 879 13802
8432 6528 14309
8432 2142 18822
8432 651 10053
8433 8770 16665
8433 5923 1809
8433 7191 17426
8433 5790 6307
8434 168 9077
8434 3942 10090
8434 5589 9517
8434 4273 7249
8435 5251 12963
8435 8009 13848
8435 431 2307
8435 4114 12988
8436 4616 5167
8436 9470 16559
8436 2601 5822
8436 700 22438
8437 2537 3713
8437 9289 9633
8437 1511 2160
8437 2947 9606
8438 3494 10204
8438 8555 3572
8438 7798 9858
8438 7746 5924
8439 4350 9257
8439 5489 5510
8439 766 17693
8439 5008 9971
8440 5874 13352
8440 6961 17698
8440 444 13656
8440 7427 17081
8441 634 5302
8441 4925 3632
8441 6213 1190
8441 9093 15534
8442 2442 2095
8442 432 4933
8442 4645 17041
8442 7240 12495
8443 8592 5045
8443 5696 18937
8443 935 5068
8443 3020 17866
8444 9427 11203
8444 9583 15704
8444 9204 9973
8444 6624 7490
8445 5109 10891
8445 3062 7369
8445 1276 12992
8445 764 4267
8446 8713 8039
8446 905 12752
8446 3468 11341
8446 2324 6085
8447 3393 17465
8447 9328 17266
8447 7807 4716
8447 9787 15641
8448 3446 2741
8448 7134 10937
8448 1912 10816
8448 8160 8521
8449 7022 9208
8449 9178 16505
8449 5398 12085
8449 5722 13592
8450 9683 6354
8450 3801 12474
8450 7145 16450
8450 6685 15621
8451 3360 4615
8451 8057 20218
8451 7332 14058
8451 5260 26485
8452 8875 7499
8452 6031 4101
8452 826 4423
8452 7069 9697
8453 4619 9896
8453 4877 9493
8453 4735 3252
8453 234 13391
8454 4164 10972
8454 7510 11509
8454 9456 11090
8454 8355 6800
8455 5199 9490
8455 3765 13346
8455 6777 14525
8455 7197 19596
8456 7880 10121
8456 2535 16750
8456 6387 12538
8456 868 20272
8457 4325 15582
8457 2867 14842
8457 6716 18953
8457 3477 12960
8458 9000 8632
8458 9740 17763
8458 9015 8528
8458 8380 6402
8459 9462 10300
8459 6792 9886
8459 6324 6805
8459 3865 9233
8460 2902 18525
8460 8109 12911
8460 4752 10891
8460 110 9308
8461 749 2056
8461 8888 7812
8461 1918 11676
8461 1158 4477
8462 7316 11491
8462 8045 3927
8462 970 945
8462 5857 3069
8463 5570 19493
8463 7597 16218
8463 8968 9962
8463 7758 13558
8464 1983 15514
8464 6266 12814
8464 6038 5600
8464 7897 1565
8465 9071 9822
8465 1245 3250
8465 5839 3166
8465 7659 11552
8466 6115 4943
8466 2224 10653
8466 533 11055
8466 4566 10390
8467 2502 4055
8467 1850 12680
8467 6104 17181
8467 7461 8311
8468 746 9302
8468 2794 6749
8468 4545 5858
8468 5855 15281
8469 4637 15138
8469 7973 14232
8469 7327 4936
8469 9117 1428
8470 4135 6990
8470 8348 6337
8470 9302 5897
8470 4167 4418
8471 5652 11453
8471 4107 11332
8471 1695 8623
8471 8485 17587
8472 6193 10903
8472 5202 11102
8472 8538 13844
8472 4515 10528
8473 9030 8133
8473 251 6452
8473 3605 3310
8473 9277 6025
8474 1838 5412
8474 6938 11017
8474 242 12163
8474 218 6449
8475 7947 2002
8475 2107 8685
8475 2494 13530
8475 8910 5687
8476 4328 10402
8476 1462 6528
8476 1159 6065
8476 9559 7250
8477 8711 20032
8477 7294 12654
8477 6021 7851
8477 6911 12943
8478 5509 18661
8478 1511 13859
8478 9540 17590
8478 2747 10699
8479 2853 10270
8479 411 10052
8479 5184 7850
8479 1238 5860
8480 2473 17886
8480 6982 11571
8480 8292 8205
8480 8252 11023
8481 8436 17021
8481 2822 16536
8481 384 18282
8481 7545 4035
8482 9938 3967
8482 6423 10522
8482 2904 9835
8482 4184 5930
8483 489 7761
8483 6162 11552
8483 9601 10877
8483 315 18875
8484 4692 17089
8484 8761 263
8484 2937 17347
8484 2738 10578
8485 696 3889
8485 9176 18188
8485 2479 17862
8485 7702 10416
8486 3774 15007
8486 459 20668
8486 7371 10160
8486 6276 11817
8487 2933 12068
8487 6623 17787
8487 6869 5534
8487 5855 16015
8488 464 19653
8488 7019 4979
8488 4544 18790
8488 3513 11293
8489 6168 9298
8489 4304 7342
8489 9688 10613
8489 6928 3403
8490 9422 6425
8490 6153 22005
8490 7600 2628
8490 3927 13278
8491 6844 11380
8491 3575 11513
8491 9498 12575
8491 2238 16996
8492 9800 11154
8492 2495 17182
8492 953 18824
8492 231 2281
8493 3667 17813
8493 5981 18776
8493 8373 18712
8493 4063 8320
8494 4088 10405
8494 1252 17416
8494 2150 10575
8494 9815 14524
8495 5417 18301
8495 6271 15143
8495 4999 9465
8495 4312 15202
8496 3253 11841
8496 3563 21300
8496 8598 10258
8496 3582 15090
8497 2393 20197
8497 1361 12485
8497 448 7954
8497 5085 12536
8498 2267 7940
8498 6526 9169
8498 6148 10566
8498 7893 12557
8499 4733 18034
8499 7365 19889
8499 8168 15854
8499 9954 12877
8500 1079 9423
8500 4918 7917
8500 4143 12932
8500 4639 12605
8501 3615 6908
8501 2704 8966
8501 4763 3029
8501 2495 14323
8502 9252 5849
8502 9039 17599
8502 3312 5042
8502 8459 11504
8503 4519 5778
8503 685 6268
8503 8351 7435
8503 5470 6568
8504 7914 9495
8504 8697 18331
8504 3111 16845
8504 6124 9473
8505 566 14027
8505 4134 5052
8505 1955 3285
8505 8409 18229
8506 8233 13359
8506 1422 4007
8506 5369 10256
8506 5667 15293
8507 9479 4725
8507 6863 10377
8507 3915 4779
8507 4468 7463
8508 1745 16600
8508 7034 15359
8508 7585 15021
8508 4096 18056
8509 6038 9800
8509 435 5980
8509 1766 14427
8509 5705 7889
8510 3485 4145
8510 6948 6755
8510 6006 8757
8510 7562 11221
8511 7287 6507
8511 5849 4892
8511 2679 10140
8511 630 9613
8512 3551 15418
8512 320 15220
8512 7064 1241
8512 6752 13790
8513 3348 2754
8513 2154 11232
8513 6733 13987
8513 2528 13916
8514 1814 14597
8514 5734 5389
8514 170 13042
8514 1945 1783
8515 1461 6777
8515 2764 8900
8515 9238 5731
8515 3616 11741
8516 8040 2663
8516 9871 9753
8516 7513 11476
8516 6198 8124
8517 450 17271
8517 2622 6459
8517 4433 16133
8517 8075 15914
8518 8080 981
8518 1225 18748
8518 3587 21823
8518 4323 18123
8519 5007 4840
8519 6998 14591
8519 1898 10052
8519 6694 10536
8520 6344 19047
8520 5412 20704
8520 3813 20039
8520 9502 7524
8521 3179 7202
8521 4211 1091
8521 6681 5673
8521 7960 4882
8522 6282 11465
8522 2835 8438
8522 3143 11403
8522 2157 18164
8523 6759 7390
8523 7569 12789
8523 6653 10149
8523 6009 14491
8524 5089 3500
8524 6987 18240
8524 3019 4604
8524 4664 9339
8525 9851 4062
8525 554 11326
8525 2552 15508
8525 7617 18655
8526 8542 12504
8526 9747 3557
8526 1574 7292
8526 9037 15131
8527 4985 10449
8527 9890 9606
8527 1011 2260
8527 8854 8887
8528 4399 13607
8528 6980 11412
8528 2258 13604
8528 8200 11153
8529 135 2901
8529 8500 8120
8529 8340 17093
8529 4768 16050
8530 5652 17761
8530 6092 12114
8530 4456 9898
8530 9972 8333
8531 5580 11979
8531 8812 14623
8531 3081 14757
8531 4760 2795
8532 8967 10230
8532 2072 14559
8532 1654 3036
8532 3413 3031
8533 4566 10451
8533 4702 4340
8533 8231 5270
8533 8478 9896
8534 4850 8394
8534 4747 10176
8534 8373 7085
8534 6659 13678
8535 274 7204
8535 8353 7733
8535 1935 9475
8535 2905 6753
8536 4 8921
8536 9033 15732
8536 8545 15754
8536 3029 19994
8537 7889 14638
8537 8417 16111
8537 1143 16123
8537 8270 16763
8538 9596 12714
8538 4217 18604
8538 4813 12815
8538 6181 10703
8539 4221 7475
8539 6861 9432
8539 3346 2187
8539 7978 14072
8540 1004 8289
8540 9996 5958
8540 4150 11462
8540 3828 13829
8541 7479 18791
8541 8994 22881
8541 4852 13981
8541 3206 18778
8542 3233 6288
8542 3966 12480
8542 1762 12909
8542 6429 718
8543 510 7070
8543 9991 10139
8543 9865 10025
8543 5850 4739
8544 2894 12442
8544 7402 14924
8544 1741 12435
8544 7075 5412
8545 4710 6111
8545 4942 7970
8545 3755 15820
8545 2516 13912
8546 5930 19000
8546 3090 10722
8546 4262 13585
8546 481 13326
8547 8379 8377
8547 5063 3711
8547 9140 15230
8547 176 11610
8548 1011 7320
8548 1615 8375
8548 7438 5839
8548 4767 15063
8549 430 19096
8549 2762 16638
8549 8446 1595
8549 5625 7451
8550 1048 11159
8550 2404 12622
8550 2022 8641
8550 7721 9398
8551 8173 12016
8551 2746 15373
8551 2161 9631
8551 2725 6595
8552 2728 3916
8552 7161 7835
8552 4220 7427
8552 1609 5810
8553 3302 8118
8553 8574 12256
8553 5557 12598
8553 9815 4348
8554 3608 2992
8554 2480 12582
8554 4957 11526
8554 4724 9472
8555 9995 2305
8555 9631 18897
8555 6381 11510
8555 3506 10483
8556 4849 17349
8556 6321 7042
8556 2054 2905
8556 9322 12114
8557 6937 3942
8557 2907 3767
8557 3777 9040
8557 3843 7708
8558 2527 4437
8558 5236 1817
8558 5331 8059
8558 6632 8041
8559 359 6864
8559 5612 8652
8559 7829 2114
8559 3846 3912
8560 7677 12009
8560 6384 11108
8560 4996 2538
8560 4227 19303
8561 4777 3388
8561 3436 16762
8561 2159 14224
8561 7177 9327
8562 9978 2688
8562 1314 19117
8562 2666 19779
8562 5731 14322
8563 6915 20880
8563 3465 16085
8563 8011 62
8563 9368 9417
8564 7309 6256
8564 8641 14134
8564 7422 4226
8564 7361 5561
8565 896 15071
8565 6357 7652
8565 2243 13685
8565 3186 19957
8566 4534 19601
8566 7521 16997
8566 5359 18098
8566 5429 6035
8567 5308 16798
8567 158 4417
8567 5198 8584
8567 6720 4952
8568 8083 4784
8568 2329 8758
8568 3154 3846
8568 7137 13533
8569 9758 6729
8569 601 13925
8569 932 10066
8569 658 6115
8570 3728 2591
8570 4773 7753
8570 4522 10571
8570 9401 5869
8571 2873 13794
8571 9220 11080
8571 3573 12874
8571 8840 5645
8572 3965 11022
8572 27 3225
8572 189 11011
8572 3009 9915
8573 2634 17934
8573 4822 11519
8573 2922 15196
8573 4210 17007
8574 4796 14356
8574 174 3582
8574 9966 15090
8574 637 709
8575 9576 19903
8575 5510 19322
8575 3353 6440
8575 2169 18001
8576 1949 8514
8576 7218 2391
8576 4457 5340
8576 4925 16527
8577 7886 13449
8577 5921 4207
8577 9708 2129
8577 7108 5547
8578 1406 14736
8578 8654 2038
8578 1122 20081
8578 4398 14108
8579 8676 7521
8579 8645 15161
8579 4537 14996
8579 4249 5078
8580 7712 7567
8580 1803 7632
8580 3689 2530
8580 9164 7573
8581 6812 13624
8581 6898 16248
8581 6717 15379
8581 2470 17719
8582 1239 10556
8582 6893 5608
8582 3247 8682
8582 6394 14862
8583 884 13415
8583 1476 10752
8583 4908 6868
8583 2735 5299
8584 3107 9381
8584 9611 16653
8584 4145 10438
8584 9270 20148
8585 1877 19640
8585 3324 10656
8585 6162 9670
8585 9958 10120
8586 8587 11577
8586 9175 10328
8586 7397 6301
8586 4227 9684
8587 799 11208
8587 8095 15484
8587 1492 13465
8587 5641 17911
8588 4343 14289
8588 3741 9099
8588 6985 5623
8588 1267 7673
8589 4612 6133
8589 4917 11927
8589 2688 16258
8589 2148 4653
8590 9197 11536
8590 1601 14760
8590 3825 6996
8590 913 10073
8591 1898 8045
8591 5949 11508
8591 2762 5478
8591 529 4984
8592 8279 9316
8592 819 14281
8592 8111 17785
8592 795 6714
8593 4643 3095
8593 5223 14521
8593 74 4531
8593 2119 3367
8594 3770 2748
8594 8732 9443
8594 3170 12814
8594 481 5781
8595 5020 16375
8595 3969 18467
8595 4487 24766
8595 7337 24168
8596 840 6550
8596 1716 1413
8596 2352 11329
8596 1568 7488
8597 133 3556
8597 4667 5809
8597 2163 12417
8597 6570 6493
8598 2808 21115
8598 6057 3667
8598 4916 6113
8598 1957 4255
8599 3812 17421
8599 9230 7511
8599 7744 11347
8599 9086 19856
8600 7784 7366
8600 1763 14003
8600 8301 19314
8600 8883 15999
8601 9812 3553
8601 7567 7706
8601 1631 18333
8601 2232 14449
8602 7456 17397
8602 1491 10545
8602 5086 10575
8602 6289 13192
8603 3412 15630
8603 7425 7802
8603 1220 8275
8603 1956 3240
8604 4761 8204
8604 227 7773
8604 6693 7134
8604 5845 11947
8605 9352 13047
